Country_of_Operator,Operator_Owner,Purpose,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians,military,geo_orbit
Multinational,Institute of Space and Astronautical Science (ISAS)/NASA/ESA,Space Physics,Deep Highly Eccentric,3905.0,104552.0,0.83044,2474.83,980.0,,273.0,,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Delta 2,,0.38920842300000000,FALSE,FALSE
USA/Japan,Japan Aerospace Exploration Agency (JAXA),Earth Science,Sun-Synchronous,701.0,704.0,0.00021,98.8,1900.0,,4.05,5.0,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H-II2,,1.713913325,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1407.0,1412.0,0.00032,114.0,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1415.0,0.00013000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1406.0,1422.0,0.00103,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1416.0,0.00026000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,900.0,1413.0,0.03408,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1477.0,1478.0,6E-05,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1411.0,1417.0,0.00039,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1415.0,1416.0,6E-05,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1415.0,0.00013000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1411.0,1414.0,0.00019000000000000000,114.0,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1411.0,1416.0,0.00032,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1416.0,0.00026000000000000000,114.1,450.0,350.0,1500.0,10.0,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1415.0,0.00013000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1415.0,0.00013000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.08,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.907396678,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1415.0,0.00013000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1412.0,1415.0,0.00019000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1459.0,1739.0,0.01757,118.2,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,,1.291543646,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1415.0,0.00013000000000000000,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1413.0,1414.0,6E-05,114.1,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9075712110000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1360.0,1400.0,0.0025800000000000000,113.35,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.907222145,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,915.0,927.0,0.00082,103.44,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9077457440000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1409.0,1418.0,0.00058,114.08,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.907222145,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,918.0,928.0,0.0006900000000000000,103.48,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9077457440000000,FALSE,FALSE
USA,Globalstar,Communications,Intermediate,1370.0,1391.0,0.00135,113.96,700.0,,1700.0,15.0,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,,0.9077457440000000,FALSE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19116.0,19146.0,0.00059,675.78,935.0,,1700.0,10.0,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2,,1.130449757,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19134.0,19141.0,0.00014,676.1,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19118.0,19125.0,0.00014,675.39,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19094.0,19171.0,0.00151,675.83,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.132718685,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19124.0,19133.0,0.00018,675.67,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,,1.132718685,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19142.0,19378.0,0.0046,680.91,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.1285298940000000,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,18981.0,19126.0,0.00285,672.7,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.128355361,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19147.0,19365.0,0.00425,680.75,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.128704427,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19092.0,19141.0,0.0009600000000000000,675.2,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.130798822,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19134.0,19145.0,0.00022,676.1,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.130798822,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19136.0,19141.0,0.0001,676.07,1480.0,,1600.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.131322421,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19112.0,19142.0,0.00059,675.62,1415.0,,1000.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.1314969540000000,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,18922.0,19135.0,0.00419,671.71,1415.0,,1000.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.130798822,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19132.0,19419.0,0.0056,681.53,1415.0,,1000.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.1311478880000000,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19119.0,19146.0,0.00053,675.85,1415.0,,1000.0,7.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.130275224,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19131.0,19133.0,4E-05,675.81,1415.0,,1000.0,7.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.130449757,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,18864.0,19130.0,0.00524,670.47,1415.0,,1000.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.130624289,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19098.0,19129.0,0.00061,675.08,1415.0,,1000.0,7.0,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19128.0,19135.0,0.00014,675.81,1415.0,,1000.0,7.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.130449757,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,18909.0,19123.0,0.00421,671.2,1415.0,,1000.0,7.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.131322421,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19116.0,19380.0,0.00515,680.43,1415.0,,1000.0,7.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.131671487,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19079.0,19175.0,0.0018800000000000000,675.61,1415.0,,1000.0,7.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.131671487,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19126.0,19158.0,0.00063,676.2,1415.0,,1000.0,10.0,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2,,1.131322421,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19142.0,19204.0,0.00121,677.46,1415.0,,1000.0,10.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19150.0,19199.0,0.0009600000000000000,677.5,1415.0,,1000.0,10.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.130973355,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19139.0,19212.0,0.00143,677.54,1415.0,,1000.0,10.0,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,,1.130624289,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19130.0,19162.0,0.00063,676.38,1415.0,,1000.0,10.0,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2,,1.131322421,TRUE,FALSE
Russia,Ministry of Defense,Navigation/Global Positioning,,19087.0,19173.0,0.0016900000000000000,675.73,1415.0,,1000.0,10.0,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2,,1.130449757,TRUE,FALSE
USA,NOAA (National Oceanographic and Atmospheric Administration),Earth Science/Meteorology,,35768.0,35801.0,0.00039,1436.0,3200.0,1533.0,2300.0,7.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,-1.8285814570000000,0.004886922,FALSE,TRUE
USA,NOAA (National Oceanographic and Atmospheric Administration),Earth Science/Meteorology,,35170.0,35170.0,0.0,1436.0,3200.0,1533.0,2300.0,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,-1.5620696810000000,0.0,FALSE,TRUE
USA,NOAA (National Oceanographic and Atmospheric Administration),Earth Science/Meteorology,,35786.0,35788.0,2E-05,1436.14,3175.0,2180.0,,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,-1.56084795,0.007330383,FALSE,TRUE
USA,"University of Miami, Rosenstiel School of Marine and Atmospheric Science (RSMAS) (loaned by NOAA)",Communications,,35772.0,35800.0,0.00033,1436.08,627.0,,,7.0,Hughes Aircraft,USA,Cape Canaveral,Delta 2914,-1.770461993,0.249582083,FALSE,TRUE
Turkey,Turkish Ministry of National Defense,Earth Observation,Sun-Synchronous,669.0,690.0,0.00149,98.35,409.0,,,5.0,TB_TAK Space Technologies Research Institute/Turkish Aerospace Industries,Turkey,Jiuquan Satellite Launch Center,Long March 2D,,1.713215194,TRUE,FALSE
Russia,Gonets Satcom,Communications,Intermediate,1398.0,1415.0,0.00109,113.9,240.0,,120.0,,NPO PM,Russia,Plesetsk Cosmodrome,Tsyklon 3,,1.4416419620000000,FALSE,FALSE
Russia,Gonets Satcom,Communications,Intermediate,1405.0,1415.0,0.00064,114.0,240.0,,120.0,,NPO PM,Russia,Plesetsk Cosmodrome,Tsyklon 3,,1.4416419620000000,FALSE,FALSE
Russia,Gonets Satcom,Communications,Intermediate,1408.0,1417.0,0.00058,114.0,240.0,,120.0,,NPO PM,Russia,Plesetsk Cosmodrome,Tsyklon 3,,1.4416419620000000,FALSE,FALSE
Russia,Gonets Satcom,Communications,Intermediate,1497.0,1510.0,0.0008300000000000000,116.1,270.0,,120.0,0.5,M.F.Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot,,1.439896633,FALSE,FALSE
Russia,Gonets Satcom,Communications,Intermediate,1478.0,1510.0,0.00203,115.9,270.0,,120.0,0.5,M.F.Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot,,1.439896633,FALSE,FALSE
Russia,Gonets Satcom,Communications,,1482.0,1507.0,0.00159,115.86,270.0,,120.0,0.5,M.F.Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot,,1.4397221000000000,FALSE,FALSE
Russia,Gonets Satcom,Communications,Intermediate,1480.0,1511.0,0.00197,115.9,270.0,,120.0,0.5,M.F.Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot,,1.439896633,FALSE,FALSE
Russia,Gonets Satcom,Communications,,1493.0,1508.0,0.00095,116.0,270.0,,120.0,0.5,M.F.Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot,,1.4397221000000000,FALSE,FALSE
Russia,Gonets Satcom,Communications,,1494.0,1509.0,0.00095,116.02,270.0,,120.0,0.5,M.F.Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot,,1.614255025,FALSE,FALSE
Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Earth Science,Polar,435.0,450.0,0.0011,93.4,480.0,445.0,150.0,5.0,Jet Propulsion Laboratory (NASA)/Space Systems/Loral/Astrium GmBH,Germany/USA,Plesetsk Cosmodrome,Rokot,,1.553343034,FALSE,FALSE
Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Earth Science,Polar,434.0,451.0,0.00125,93.4,480.0,445.0,150.0,5.0,Jet Propulsion Laboratory (NASA)/Space Systems/Loral/Astrium GmBH,Germany/USA,Plesetsk Cosmodrome,Rokot,,1.553343034,FALSE,FALSE
Japan,Japan Aerospace Exploration Agency (JAXA),Earth Science,Sun-Synchronous,668.0,670.0,0.00014,98.1,1750.0,,3800.0,5.0,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,,1.712167996,FALSE,FALSE
India,Indian Space Research Organization (ISRO),Communications,,35777.0,35795.0,0.00021,1436.07,3400.0,1493.0,,15.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5,1.448623279,0.001047198,FALSE,TRUE
India,Indian Space Research Organization (ISRO),Communications,,35761.0,35811.0,0.00059,1436.1,1410.0,559.0,1430.0,8.0,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV C17,1.4475760820000000,0.001570796,FALSE,TRUE
India,Indian Space Research Organization (ISRO),Communications,,35763.0,35810.0,0.00056,1436.1,1982.0,,,12.0,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,GSLV,1.291543646,0.004014257,FALSE,TRUE
India,Indian Space Research Organization (ISRO),Communications/Technology Development,,35776.0,35796.0,0.00024000000000000000,1436.07,1825.0,,,0.5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV D2,0.838456173,0.000698132,FALSE,TRUE
India,Indian National Satellite System,Communications,,35757.0,35814.0,0.0006800000000000000,1436.0,2650.0,,,7.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA,1.291543646,0.003316126,TRUE,TRUE
India,Indian Space Research Organization (ISRO),Communications/Navigation,,35782.0,35796.0,0.00017000000000000000,1436.23,3093.0,1426.0,6250.0,12.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5,0.959931089,0.001570796,FALSE,TRUE
China (PR),State Oceanic Administration (SOA),Meteorology,,782.0,803.0,0.00147,100.7,500.0,,450.0,3.0,Dongfanghong Satellite Corporation Ltd.,China (PR),Taiyuan Launch Center,Long March 2C,,1.7174039840000000,FALSE,FALSE
